-5.347334742546081543e-01,-5.044120550155639648e-01,1.403748631477355957e+00,1.056336593627929688e+01
1.666423976421356201e-01,2.603190578520298004e-02,-1.253546595573425293e+00,3.659687638282775879e-01
-5.783777236938476562e-01,3.543612658977508545e-01,1.274167776107788086e+00,1.174926757812500000e+01
-1.051200747489929199e+00,3.655877709388732910e-01,2.395647019147872925e-01,9.141666412353515625e+00
-4.760155379772186279e-01,-2.449133545160293579e-01,-8.837152719497680664e-01,2.672061204910278320e+00
5.966015458106994629e-01,5.428366065025329590e-01,1.324605047702789307e-01,5.267468452453613281e+00
9.324211478233337402e-01,-9.547882080078125000e-01,-2.133718729019165039e-01,5.722693204879760742e-01
1.988244801759719849e-01,4.527441859245300293e-01,-2.642198503017425537e-01,4.619821071624755859e+00
-1.199946522712707520e+00,-7.277934551239013672e-01,-2.778195381164550781e+00,-3.336893320083618164e+00
-1.465528011322021484e+00,-1.434957236051559448e-01,-9.443159103393554688e-01,4.908679485321044922e+00
-1.418165266513824463e-01,9.124815464019775391e-01,7.117733955383300781e-01,9.724378585815429688e+00
2.850948095321655273e+00,8.790602087974548340e-01,4.154211878776550293e-01,1.736943960189819336e+00
6.039820909500122070e-01,2.265702635049819946e-01,-1.488726258277893066e+00,-1.133788824081420898e+00
-1.126201987266540527e+00,-5.707531571388244629e-01,-1.071178391575813293e-01,6.373891353607177734e+00
1.458339810371398926e+00,-1.483278632164001465e+00,-6.587187051773071289e-01,-3.191212892532348633e+00
-1.575785875320434570e+00,6.120955944061279297e-01,-9.610615968704223633e-01,6.467242240905761719e+00
-1.439155936241149902e+00,-1.373183727264404297e+00,5.710450410842895508e-01,8.103229522705078125e+00
4.812464416027069092e-01,3.716983795166015625e-01,-9.605382680892944336e-01,1.302963256835937500e+00
-3.657064139842987061e-01,-7.907319664955139160e-01,5.469986051321029663e-02,4.828585147857666016e+00
6.004713773727416992e-01,1.657326698303222656e+00,-8.406984806060791016e-01,3.783315420150756836e+00
-1.526812434196472168e+00,4.404628574848175049e-01,4.525899887084960938e-01,1.114268589019775391e+01
-1.344078898429870605e+00,-5.959602594375610352e-01,1.303567290306091309e+00,1.192288589477539062e+01
-1.134608387947082520e-01,-1.922828793525695801e+00,9.548512697219848633e-01,5.453445911407470703e+00
1.504908323287963867e+00,1.670034527778625488e+00,-2.550224959850311279e-01,3.831233501434326172e+00
-3.448530435562133789e-01,1.982057213783264160e+00,-2.652949571609497070e+00,2.294340170919895172e-03
4.547397494316101074e-01,-1.328076720237731934e+00,-2.238356590270996094e+00,-6.294291496276855469e+00
-2.508705854415893555e-01,7.084935903549194336e-01,7.897460460662841797e-01,9.892459869384765625e+00
-3.406165540218353271e-01,2.384246736764907837e-01,-9.304833412170410156e-01,3.057336091995239258e+00
-1.307193994522094727e+00,7.812804728746414185e-02,1.127492189407348633e+00,1.239356994628906250e+01
-1.487575769424438477e+00,5.427594184875488281e-01,-6.075739860534667969e-01,7.427938461303710938e+00
1.378862857818603516e-01,1.444510459899902344e+00,1.005419373512268066e+00,1.110336589813232422e+01
-2.804381847381591797e+00,-7.919427156448364258e-01,4.105575010180473328e-02,1.036816120147705078e+01
-5.788010358810424805e-01,1.439261138439178467e-01,-1.312083601951599121e+00,2.066467046737670898e+00
1.050750240683555603e-01,3.972779512405395508e-01,-2.243941128253936768e-01,4.852030754089355469e+00
4.629986286163330078e-01,1.659790039062500000e+00,-1.313527822494506836e+00,2.396604537963867188e+00
2.368527889251708984e+00,4.197713434696197510e-01,-3.216243684291839600e-01,-6.489002704620361328e-01
2.295565605163574219e-01,1.707373857498168945e+00,1.556326985359191895e+00,1.335477924346923828e+01
3.368946611881256104e-01,8.604021370410919189e-02,-8.942040801048278809e-02,4.256658554077148438e+00
9.015826582908630371e-01,-2.233061790466308594e+00,-9.974140524864196777e-01,-4.487736225128173828e+00
3.517917990684509277e-01,1.676398515701293945e-01,7.464269399642944336e-01,7.369181156158447266e+00
-3.152599036693572998e-01,-2.036798715591430664e+00,-2.360673397779464722e-01,1.414303421974182129e+00
-9.455387592315673828e-01,-1.322482585906982422e+00,1.071840047836303711e+00,8.850139617919921875e+00
-6.057168841361999512e-01,-6.168887615203857422e-01,-2.981335520744323730e-01,4.401125431060791016e+00
-2.684231281280517578e+00,-6.256185173988342285e-01,8.111919164657592773e-01,1.316915130615234375e+01
6.243034005165100098e-01,-1.395373642444610596e-01,-3.156857788562774658e-01,2.369673252105712891e+00
-4.255804121494293213e-01,-1.355472683906555176e+00,8.375168442726135254e-01,6.739959716796875000e+00
8.048897385597229004e-01,1.456226408481597900e-01,-1.293743848800659180e+00,-1.036267280578613281e+00
5.529847741127014160e-01,1.812622547149658203e+00,5.261486172676086426e-01,9.083265304565429688e+00
2.568647861480712891e+00,-1.140917390584945679e-01,-1.480231583118438721e-01,-1.434774875640869141e+00
-1.725828200578689575e-01,1.568669795989990234e+00,-5.648210644721984863e-01,6.386368751525878906e+00
-7.188383936882019043e-01,-6.263209581375122070e-01,3.684534132480621338e-01,7.050594806671142578e+00
1.312456607818603516e+00,-1.724359244108200073e-01,3.147855103015899658e-01,3.004006862640380859e+00
1.897617727518081665e-01,-9.700199365615844727e-01,2.238951474428176880e-01,3.838927268981933594e+00
8.455687016248703003e-02,7.012326717376708984e-01,1.308882117271423340e+00,1.097673416137695312e+01
-2.226342856884002686e-01,-1.897236406803131104e-01,-3.947735130786895752e-01,3.957178831100463867e+00
3.311676383018493652e-01,1.504822671413421631e-01,4.272711575031280518e-01,6.258243083953857422e+00
-1.932494044303894043e+00,-1.089500308036804199e+00,7.460761070251464844e-01,1.037147521972656250e+01
1.598743081092834473e+00,9.236906170845031738e-01,2.233665883541107178e-01,3.984654903411865234e+00
4.983153939247131348e-01,-4.138733744621276855e-01,7.177799940109252930e-01,5.896141052246093750e+00
-6.388536095619201660e-01,-8.477969765663146973e-01,-3.405132330954074860e-03,5.125237464904785156e+00
6.722626090049743652e-02,2.125268697738647461e+00,-2.319312468171119690e-02,8.793831825256347656e+00
-7.732608821243047714e-03,4.260681569576263428e-01,-2.320205122232437134e-01,5.161416053771972656e+00
-4.784145653247833252e-01,2.637362778186798096e-01,1.901182413101196289e+00,1.361478233337402344e+01
1.094264984130859375e+00,1.366306900978088379e+00,4.206065237522125244e-01,6.653506278991699219e+00
-1.448701381683349609e+00,-1.599098682403564453e+00,-2.282626390457153320e+00,-2.571100473403930664e+00
-1.863556861877441406e+00,1.114898100495338440e-01,2.126772642135620117e+00,1.731747055053710938e+01
2.402413189411163330e-01,3.051261603832244873e-01,1.192537307739257812e+00,9.488970756530761719e+00
1.574550747871398926e+00,4.161077737808227539e-01,-1.806527823209762573e-01,1.656093239784240723e+00
3.444479703903198242e-01,-1.770834565162658691e+00,-1.552826404571533203e+00,-4.372630596160888672e+00
-1.308654069900512695e+00,9.462847113609313965e-01,2.964224219322204590e-01,1.098992538452148438e+01
1.613491058349609375e+00,2.588569223880767822e-01,4.599934220314025879e-01,3.604733705520629883e+00
-1.099523454904556274e-01,1.159438371658325195e+00,-4.684766232967376709e-01,5.847661972045898438e+00
9.109863638877868652e-01,-5.086092352867126465e-01,9.633936882019042969e-01,5.662351608276367188e+00
-4.705781489610671997e-02,6.062691211700439453e-01,1.367951780557632446e-01,6.889231204986572266e+00
5.019801855087280273e-01,6.053485274314880371e-01,3.696758747100830078e-01,6.460991859436035156e+00
-4.491823017597198486e-01,-3.762429058551788330e-01,-2.651232481002807617e-01,4.600489616394042969e+00
-9.826700091361999512e-01,1.195838928222656250e+00,3.357934355735778809e-01,1.082176494598388672e+01
1.115777969360351562e+00,7.752621173858642578e-01,1.281212925910949707e+00,8.635016441345214844e+00
1.866915635764598846e-02,2.502195596694946289e+00,5.051907300949096680e-01,1.148208904266357422e+01
7.754321098327636719e-01,1.345300912857055664e+00,-3.354807198047637939e-01,4.619612216949462891e+00
-1.076798319816589355e+00,-1.866023540496826172e-01,6.666558384895324707e-01,9.750597000122070312e+00
-1.428349375724792480e+00,2.003149032592773438e+00,1.018998175859451294e-01,1.246735668182373047e+01
1.916530370712280273e+00,3.984569907188415527e-01,4.348049461841583252e-01,3.071371555328369141e+00
-8.090903759002685547e-01,6.016426682472229004e-01,-1.242835521697998047e+00,3.666047096252441406e+00
-5.151529908180236816e-01,-2.572100050747394562e-02,2.677714228630065918e-01,7.314496517181396484e+00
6.463885307312011719e-02,-2.097767442464828491e-01,-2.884739041328430176e-01,3.628355741500854492e+00
6.049899458885192871e-01,-9.258207678794860840e-01,3.152000010013580322e-01,3.279754400253295898e+00
-9.764226078987121582e-01,-2.412393391132354736e-01,-8.283943533897399902e-01,4.037255287170410156e+00
4.743002057075500488e-01,-6.020476818084716797e-01,-1.146509170532226562e+00,-1.104746222496032715e+00
4.175661504268646240e-01,9.363262057304382324e-01,1.186246991157531738e+00,1.019371128082275391e+01
1.366142868995666504e+00,-1.036538481712341309e+00,-9.330018162727355957e-01,-3.173270225524902344e+00
-6.885211467742919922e-01,1.899794489145278931e-01,-7.227519154548645020e-01,4.535797595977783203e+00
-1.163174271583557129e+00,-1.290890216827392578e+00,-3.211043775081634521e-01,4.405071735382080078e+00
-9.071127325296401978e-02,2.391106039285659790e-01,-1.599504351615905762e-01,5.269792079925537109e+00
5.222584605216979980e-01,5.125079154968261719e-01,1.409908980131149292e-01,5.423486232757568359e+00
9.477635473012924194e-02,4.172736406326293945e-01,3.739061653614044189e-01,7.078695774078369141e+00
7.668674737215042114e-02,5.888410210609436035e-01,-7.038716077804565430e-01,3.544126272201538086e+00
2.971718311309814453e-01,3.059574365615844727e-01,6.537667512893676758e-01,7.431417942047119141e+00
-3.830002546310424805e-01,1.618279099464416504e+00,-9.381509423255920410e-01,5.612200260162353516e+00
4.775345623493194580e-01,9.380469322204589844e-01,-1.589610219001770020e+00,6.601434201002120972e-02
5.652689337730407715e-01,2.251393079757690430e+00,-1.292589783668518066e+00,3.303439617156982422e+00
-4.669100940227508545e-01,1.274983525276184082e+00,-1.066897273063659668e+00,4.724776268005371094e+00
-4.274426400661468506e-01,-4.609601497650146484e-01,8.965747952461242676e-01,8.572781562805175781e+00
-2.607074379920959473e-02,-5.630439519882202148e-01,-1.185378193855285645e+00,-2.134016714990139008e-02
8.875377774238586426e-01,1.093435645103454590e+00,-1.142948508262634277e+00,1.005713462829589844e+00
-2.017499923706054688e+00,-9.035630822181701660e-01,8.053539991378784180e-01,1.111911201477050781e+01
-1.046605825424194336e+00,-6.208442449569702148e-01,-1.051633358001708984e+00,2.686461687088012695e+00
-3.609163761138916016e-01,1.314685106277465820e+00,1.429080009460449219e+00,1.353532886505126953e+01
